disease_1,disease_2,edge_weight
DOID:0111077,DOID:0110741,0.0068965536
DOID:0111077,DOID:5453,0.024000006
DOID:0111077,DOID:0111100,0.003846155
DOID:0111077,DOID:6713,0.013333336999999999
DOID:0111077,DOID:0111101,0.00769231
DOID:0111077,DOID:0110918,0.010810813999999998
DOID:0111077,DOID:1171,0.004545456
DOID:0111077,DOID:0111102,0.0066666686999999995
DOID:0111077,DOID:0110919,0.013333336999999999
DOID:0111077,DOID:0090016,0.012500003
DOID:0111077,DOID:14557,0.019047624
DOID:0060639,DOID:1837,0.00477498
DOID:0060639,DOID:5453,0.01538462
DOID:0060639,DOID:0111101,0.0040000007
DOID:0060639,DOID:0110918,0.0035087727
DOID:0060639,DOID:1171,6.132910400000001e-08
DOID:0060639,DOID:1338,0.0046511637
DOID:0060639,DOID:0110919,0.012500003
DOID:0060639,DOID:0090016,0.011764709
DOID:0060063,DOID:0110741,0.008888891
DOID:0060063,DOID:0111100,1.7846769e-05
DOID:0060063,DOID:6713,0.0066666686999999995
DOID:0060063,DOID:0110918,0.035295974
DOID:0060063,DOID:0110919,0.022222227999999997
DOID:0050650,DOID:0110916,0.0066666686999999995
DOID:0050650,DOID:9351,0.010526318
DOID:0050650,DOID:0110741,0.010000003
DOID:0050650,DOID:5453,0.0064516140000000005
DOID:0050650,DOID:0111100,0.004761906
DOID:0050650,DOID:0111099,0.0040816334000000004
DOID:0050650,DOID:6713,1.4688320000000001e-05
DOID:0050650,DOID:0111101,0.017142862
DOID:0050650,DOID:0110918,0.010000003
DOID:0050650,DOID:1171,0.016666671
DOID:0050650,DOID:1338,0.009523812
DOID:0050650,DOID:0111102,0.00769231
DOID:14118,DOID:0110916,0.0037735859999999998
DOID:14118,DOID:1837,0.012500003
DOID:14118,DOID:0110741,0.007407409
DOID:14118,DOID:5453,0.010526318
DOID:14118,DOID:0111100,0.0044444455
DOID:14118,DOID:6713,0.0064516140000000005
DOID:14118,DOID:0111101,0.012500003
DOID:14118,DOID:1171,0.011764709
DOID:14118,DOID:1338,0.009090912
DOID:13099,DOID:9351,0.0046511637
DOID:13099,DOID:1837,0.007407409
DOID:13099,DOID:0110741,0.009230772
DOID:13099,DOID:5453,0.008333336
DOID:13099,DOID:0111100,0.003846155
DOID:13099,DOID:0111099,0.01034483
DOID:13099,DOID:6713,0.0046511637
DOID:13099,DOID:0111101,0.012765961000000001
DOID:13099,DOID:0110918,0.004545456
DOID:13099,DOID:1171,0.008163267
DOID:13381,DOID:1837,0.014814818
DOID:0110920,DOID:0110916,0.011764709
DOID:0110920,DOID:9351,0.0071428590000000005
DOID:0110920,DOID:1837,0.005714286999999999
DOID:0110920,DOID:5453,0.009523812
DOID:0110920,DOID:0111100,0.033333343
DOID:0110920,DOID:6713,0.028571436000000002
DOID:0110920,DOID:0111101,0.016666671
DOID:0111094,DOID:0110916,0.005128206
DOID:0111094,DOID:9351,0.021739135
DOID:0111094,DOID:0110741,0.0062500015
DOID:0111094,DOID:5453,0.011764709
DOID:0111094,DOID:0111099,0.011111113999999998
DOID:0111094,DOID:6713,0.03478262
DOID:13382,DOID:0110916,0.010526318
DOID:13382,DOID:1837,0.0046511637
DOID:13382,DOID:0110741,0.0071428590000000005
DOID:13382,DOID:0111100,0.0068965536
DOID:13382,DOID:0111099,0.011764709
DOID:0111095,DOID:9351,0.0040000007
DOID:0111095,DOID:1837,0.005714286999999999
DOID:0111095,DOID:5453,0.005555556999999999
DOID:0111095,DOID:0111100,0.019512198999999997
DOID:0050554,DOID:9351,0.013333336999999999
DOID:0050554,DOID:0110741,0.012500003
DOID:13042,DOID:0110916,0.009523812
DOID:13042,DOID:9351,0.008000001
DOID:13042,DOID:1837,0.009090912
DOID:13042,DOID:0110741,0.007407409
DOID:718,DOID:9351,0.028571436000000002
DOID:718,DOID:1837,0.016666671
DOID:11252,DOID:0110916,0.01538462
