#EntrezGeneID1 EntrezGeneID2 LLS
130497	51526	4.67576319100408
440829	57728	4.67576319100408
51094	79602	4.67576319100408
8899	9128	4.67576319100408
23566	9170	4.67565365589826
50506	53905	4.67462944424415
9356	9376	4.67337520982892
55505	55651	4.67159238781414
10599	28234	4.67149798721584
134285	8449	4.67089545058798
80834	83756	4.67074051855934
196463	9375	4.67042628665104
2746	2894	4.6696313157081
10060	9439	4.66940891444756
5650	5653	4.66877549789751
26019	65110	4.66876515279091
10992	23451	4.66745183081184
54600	54659	4.66735287910888
23408	23409	4.66731363110148
54575	54600	4.66686365457053
192669	192670	4.66633635157996
6599	6601	4.66542208915189
582	583	4.66501341148296
8500	8541	4.66479103139409
11259	8099	4.66408344665524
54600	54657	4.66400196193763
7325	9246	4.6639924841129
56984	6905	4.66371057961624
583	585	4.66368062316224
582	585	4.6628322784868
54576	54600	4.66254336628072
54575	54576	4.66253608590296
80835	83756	4.66226352016201
54657	54659	4.66092808338817
80834	80835	4.65970728219736
2700	2703	4.65903325561749
54575	54577	4.65857105125906
1670	1671	4.65718640193381
50508	79400	4.65697862600382
54575	54659	4.65645321330385
5337	5338	4.6561690072599
5032	53829	4.65586417526129
54577	54600	4.65517947937769
10203	10267	4.65506846883773
80328	80329	4.65449864023549
2912	2913	4.65447040000663
333	334	4.65431965960533
54576	54577	4.65423903563305
3036	3038	4.6524793014064
3785	3786	4.65183439990687
3039	3040	4.65093223807071
2846	9170	4.6507932316531
10266	10268	4.65074280493263
23566	2846	4.65019641116805
54576	54659	4.6494724986278
23408	51547	4.64944586694764
282616	282617	4.64906401753797
22863	7405	4.64905762260378
10203	10266	4.64898854221246
6751	6752	4.64848955388698
2903	2904	4.64842402566592
2962	2963	4.64835598327954
284086	91754	4.64833393372783
4438	4439	4.64784951830188
55666	7353	4.64768325661635
123016	585	4.64766457030282
6752	6755	4.64736170409833
5696	5699	4.64679987643103
25818	5653	4.64674000161995
2890	2891	4.64647737407131
54575	54657	4.6462962018918
1408	8863	4.64595215458576
27350	9582	4.6458775107335
23409	51547	4.64573513657751
10599	11309	4.64571346213552
118429	84168	4.64566688514924
29978	29979	4.64532056746293
25818	5650	4.64507401815763
366	64834	4.64410183465452
165918	9025	4.64331523681949
80228	93129	4.64329536758078
3047	3048	4.64316690882742
54577	54659	4.64313247818109
1136	1138	4.64312947315011
11337	23710	4.64296347443906
10585	29954	4.64272730713083
5445	5446	4.64248141609733
10811	124056	4.6423180024849
6391	6392	4.64228371355512
10266	10267	4.64197259289313
5929	9070	4.64183440577426
10021	610	4.64176086881434
2218	79147	4.64174067770773
11309	28234	4.64149133891533
55212	585	4.64144693137405
3373	8692	4.64137523830868
4324	4325	4.6411612388697
10528	51602	4.64114759258655
6583	6584	4.6411144774047
79465	80328	4.64085145561603
79465	80329	4.64077144514522
55212	582	4.63995019369486
10267	10268	4.63968865941524
129880	585	4.63967250411542
712	713	4.63948227027504
2846	57121	4.63941875498085
6612	6613	4.63899441513968
10054	10055	4.6382093274583
54577	54657	4.6380977037993
129880	583	4.63805918492199
55212	583	4.63774042038131
3892	956	4.63728854424289
354	3817	4.63712172531359
123016	582	4.63679578279516
10203	10268	4.63674433100459
57121	9170	4.63672908001899
4675	8148	4.63647176304357
10979	83706	4.636435922705
2891	2893	4.63638840601561
53905	79400	4.635824789239
129880	582	4.63577695822596
54576	54657	4.63551944751134
283652	51151	4.63535846332434
5937	5939	4.63532813015217
91978	9489	4.63525788785273
23353	25777	4.63521131856123
129880	55212	4.6350372797051
6581	6582	4.6348571051667
22863	9776	4.63474654047877
2661	9210	4.63323868642556
6783	6822	4.6324016684589
123016	583	4.63222152393428
10637	7044	4.63181743477571
5093	5094	4.63171611954112
348980	610	4.63045380887297
5442	64216	4.6303846931014
51106	64216	4.63017844708065
23566	57121	4.63015905915336
55683	9125	4.63005335934895
123016	55212	4.62911063021238
27241	55212	4.62806424152177
683	80055	4.62794428235384
187	2838	4.6278730885183
10892	84433	4.62748188174464
6878	6880	4.62707243557134
8839	8840	4.62704612212019
631	8419	4.62651135656097
123016	129880	4.62645850106628
187	8862	4.62599661599552
8838	8839	4.62595338412893
2535	8324	4.62541262660625
252969	4913	4.62535198839441
57405	83540	4.62510821943442
10558	9517	4.62509933557703
7030	7942	4.62499326077614
6752	6753	4.62484270864297
5026	9127	4.62480854053865
6751	6755	4.62435083563878
10930	403314	4.62420048596596
27241	582	4.6241342194653
57697	83990	4.6240800943815
50508	53905	4.62357054602035
6599	6605	4.62342833647745
7366	7367	4.62339846315945
22863	30849	4.62316577681804
8838	8840	4.62261531501326
6753	6755	4.62244003946853
4856	8840	4.62234297392706
57096	6103	4.62216599016165
6564	6565	4.62204415146198
1136	1143	4.62198145593948
64072	65217	4.62174218055861
4495	4496	4.62172197233485
55746	57122	4.62148028500314
8777	9223	4.62130615516071
164668	9582	4.62118919182922
1856	1857	4.62109758896759
1420	1421	4.62101568675871
51100	7405	4.62094367222517
4495	4501	4.62084640054354
10585	55624	4.62053317293476
22917	7783	4.61990252243959
54551	7681	4.61978647444403
2912	2914	4.61967424163231
261734	4867	4.61937500608929
10946	8175	4.61905899223757
2891	2892	4.61900459975868
5983	5984	4.6185707902946
167227	27257	4.61852504074977
22916	4686	4.6176966556377
4856	8839	4.61743530693275
260425	9223	4.6169761673591
3209	3239	4.61666443886725
2747	2895	4.61620269088507
6554	8647	4.61613421852735
